JID,SID,Max,Med,Min,Pay_Period,Currency
3757445986,7453,65000.0,,51000.0,YEARLY,USD
3755572534,7454,140000.0,,130000.0,YEARLY,USD
3756793459,7455,90000.0,,62000.0,YEARLY,USD
3757437720,7456,24.0,,22.0,HOURLY,USD
3749343987,7457,60000.0,,55000.0,YEARLY,USD
3757452080,7458,96000.0,,70000.0,YEARLY,USD
3749344951,7459,60.0,,55.0,HOURLY,USD
3756924078,7460,80000.0,,72000.0,YEARLY,USD
3757428375,7461,170000.0,,140000.0,YEARLY,USD
3755563190,7462,85.0,,70.0,HOURLY,USD
3749349027,7463,90000.0,,75000.0,YEARLY,USD
3757453063,7464,230000.0,,200000.0,YEARLY,USD
3749347345,7465,140000.0,,95000.0,YEARLY,USD
3756908032,7466,22.0,,17.0,HOURLY,USD
3757449400,7467,125000.0,,80000.0,YEARLY,USD
3755564465,7468,105000.0,,75000.0,YEARLY,USD
3749352041,7469,18.0,,13.0,HOURLY,USD
3757444757,7470,65000.0,,60000.0,YEARLY,USD
3756906254,7471,39.0,,35.0,HOURLY,USD
3757437969,7472,122920.0,,59200.0,YEARLY,USD
3756927090,7473,313800.0,,228100.0,YEARLY,USD
3755568395,7474,189111.0,,170200.0,YEARLY,USD
3749351146,7475,121500.0,,78000.0,YEARLY,USD
3756790975,7476,,16.0,,HOURLY,USD
3757416372,7477,115000.0,,115000.0,YEARLY,USD
3756776317,7478,24.85,,19.0,HOURLY,USD
3749350099,7479,50.0,,45.0,HOURLY,USD
3757444601,7480,120000.0,,100000.0,YEARLY,USD
3749348179,7481,150000.0,,140000.0,YEARLY,USD
3749343983,7482,74.53,,34.47,HOURLY,USD
3755557363,7483,50000.0,,10000.0,YEARLY,USD
3756908035,7484,,25.0,,HOURLY,USD
3757435778,7485,75000.0,,70000.0,YEARLY,USD
3749350007,7486,22.0,,17.5,HOURLY,USD
3755558498,7487,90000.0,,80000.0,YEARLY,USD
3756926176,7488,193000.0,,107000.0,YEARLY,USD
3757438610,7489,,60.0,,HOURLY,USD
3730689358,7490,,85000.0,,YEARLY,USD
3749346281,7491,130000.0,,90000.0,YEARLY,USD
3755564297,7492,19.5,,19.5,HOURLY,USD
3749344910,7493,8560.0,,7704.0,MONTHLY,USD
3757448909,7494,65.0,,55.0,HOURLY,USD
3757443354,7495,181000.0,,128000.0,YEARLY,USD
3755552916,7496,175000.0,,150000.0,YEARLY,USD
3756789370,7497,180500.0,,124500.0,YEARLY,USD
3749349224,7498,220000.0,,180000.0,YEARLY,USD
3757429852,7499,21.0,,18.0,HOURLY,USD
3749352065,7500,,55000.0,,YEARLY,USD
3757439989,7501,60000.0,,55000.0,YEARLY,USD
3757451059,7502,140000.0,,120000.0,YEARLY,USD
3756785808,7503,40.0,,37.0,HOURLY,USD
3749345725,7504,45.38,,30.36,HOURLY,USD
3749350227,7505,177978.0,,116393.0,YEARLY,USD
3755567062,7506,,50000.0,,YEARLY,USD
3757423261,7507,140000.0,,80000.0,YEARLY,USD
3749351133,7508,,110000.0,,YEARLY,USD
3749345617,7509,35.0,,30.0,HOURLY,USD
3755559804,7510,42000.0,,35000.0,YEARLY,USD
3757448904,7511,,25.0,,HOURLY,USD
3749339350,7512,170000.0,,140000.0,YEARLY,USD
3757455373,7513,70000.0,,57000.0,YEARLY,USD
3755558516,7514,325000.0,,275000.0,YEARLY,USD
3749347304,7515,60.0,,50.0,YEARLY,USD
3749346375,7516,24.0,,22.0,HOURLY,USD
3749345623,7517,135000.0,,70000.0,YEARLY,USD
3756924297,7518,,18.0,,HOURLY,USD
3749347351,7519,100000.0,,75000.0,YEARLY,USD
3757448863,7520,140000.0,,106000.0,YEARLY,USD
3756780699,7521,17.5,,17.0,HOURLY,USD
3755554998,7522,166000.0,,111000.0,YEARLY,USD
3756788975,7523,50000.0,,40000.0,YEARLY,USD
3756799976,7524,150000.0,,110000.0,YEARLY,USD
3756795278,7525,125000.0,,85000.0,YEARLY,USD
3757445875,7526,25.0,,24.0,HOURLY,USD
3757450507,7527,300000.0,,60000.0,YEARLY,USD
3757444925,7528,,15.0,,HOURLY,USD
3757450557,7529,400000.0,,250000.0,YEARLY,USD
3756905472,7530,91.0,,62.0,HOURLY,USD
3757436709,7531,266875.0,,128250.0,YEARLY,USD
3757452053,7532,94000.0,,80000.0,YEARLY,USD
3757446620,7533,115000.0,,80000.0,YEARLY,USD
3749349298,7534,145000.0,,130000.0,YEARLY,USD
3749346385,7535,62.0,,55.0,HOURLY,USD
3749349271,7536,,52500.0,,YEARLY,USD
3756900690,7537,75000.0,,64480.0,YEARLY,USD
3749349219,7538,,55000.0,,YEARLY,USD
3749344976,7539,60.0,,50.0,HOURLY,USD
3755569792,7540,22.0,,19.0,HOURLY,USD
3755576095,7541,150000.0,,140000.0,YEARLY,USD
3749351108,7542,26.0,,23.0,HOURLY,USD
3749350255,7543,200000.0,,50000.0,YEARLY,USD
3755569857,7544,135000.0,,110000.0,YEARLY,USD
3755573564,7545,275000.0,,90000.0,YEARLY,USD
3749348295,7546,150000.0,,80000.0,YEARLY,USD
3749345679,7547,175000.0,,130000.0,YEARLY,USD
3756798072,7548,140000.0,,110000.0,YEARLY,USD
3757445441,7549,175.0,,150.0,HOURLY,USD
3755560707,7550,65000.0,,50000.0,YEARLY,USD
3755554796,7551,,60.0,,HOURLY,USD
3749348273,7552,45.0,,35.0,HOURLY,USD
3755558392,7553,20.5,,20.5,HOURLY,USD
3749351264,7554,150.0,,120.0,YEARLY,USD
3757448058,7555,180000.0,,150000.0,YEARLY,USD
3749341482,7556,125000.0,,100000.0,YEARLY,USD
3749345674,7557,92000.0,,85000.0,YEARLY,USD
3757432059,7558,91000.0,,51000.0,YEARLY,USD
3757438784,7559,120000.0,,80000.0,YEARLY,USD
3755571759,7560,130000.0,,110000.0,YEARLY,USD
3757456268,7561,100000.0,,100000.0,YEARLY,USD
3755578036,7562,135000.0,,120000.0,YEARLY,USD
3749351091,7563,,31.0,,HOURLY,USD
3757427209,7564,13.5,,12.5,HOURLY,USD
3755557186,7565,176000.0,,117000.0,YEARLY,USD
3757427445,7566,54000.0,,44900.0,YEARLY,USD
3755555404,7567,60.0,,50.0,HOURLY,USD
3749349147,7568,110000.0,,100000.0,YEARLY,USD
3755558406,7569,120000.0,,120000.0,YEARLY,USD
3757411619,7570,113000.0,,76000.0,YEARLY,USD
3749345724,7571,215000.0,,150000.0,YEARLY,USD
3749350205,7572,,19.0,,HOURLY,USD
3755556575,7573,,35.0,,HOURLY,USD
3749344975,7574,,82000.0,,YEARLY,USD
3749351195,7575,34.0,,32.2,HOURLY,USD
3755571372,7576,140000.0,,130000.0,YEARLY,USD
3756789608,7577,,19.84,,HOURLY,USD
3757444986,7578,160000.0,,145000.0,YEARLY,USD
3756924384,7579,119600.0,,67200.0,YEARLY,USD
3756929035,7580,225400.0,,175200.0,YEARLY,USD
3757451076,7581,,120000.0,,YEARLY,USD
3749343993,7582,,19.0,,HOURLY,USD
3757447897,7583,100000.0,,95000.0,YEARLY,USD
3757449453,7584,150000.0,,130000.0,YEARLY,USD
3749349281,7585,80000.0,,75000.0,YEARLY,USD
3749347366,7586,12000.0,,9500.0,MONTHLY,USD
3749343897,7587,100000.0,,80000.0,YEARLY,USD
3756929089,7588,174300.0,,111200.0,YEARLY,USD
3757448898,7589,105000.0,,87000.0,YEARLY,USD
3749347226,7590,125000.0,,110000.0,YEARLY,USD
3757438106,7591,120000.0,,72000.0,YEARLY,USD
3756778330,7592,99400.0,,68500.0,YEARLY,USD
3757450601,7593,55.0,,50.0,HOURLY,USD
3755577018,7594,50000.0,,47000.0,YEARLY,USD
3749348238,7595,90.0,,25.0,HOURLY,USD
3757450212,7596,85000.0,,70000.0,YEARLY,USD
3757334284,7597,100000.0,,75000.0,YEARLY,USD
3756926180,7598,140000.0,,101000.0,YEARLY,USD
3757435226,7599,150000.0,,130000.0,YEARLY,USD
3756791975,7600,55.0,,50.0,HOURLY,USD
3749349223,7601,260000.0,,180000.0,YEARLY,USD
3749348170,7602,48.0,,44.0,HOURLY,USD
3756906432,7603,,17.52,,HOURLY,USD
3756775723,7604,156500.0,,97500.0,YEARLY,USD
3757449233,7605,95000.0,,80000.0,YEARLY,USD
3757438629,7606,306705.0,,140890.0,YEARLY,USD
3749352014,7607,72000.0,,66000.0,YEARLY,USD
3749344866,7608,90000.0,,85000.0,YEARLY,USD
3749348199,7609,,54.8,,HOURLY,USD
3757433451,7610,16.0,,14.0,HOURLY,USD
3749350305,7611,90000.0,,65000.0,YEARLY,USD
3757455984,7612,120000.0,,100000.0,YEARLY,USD
3755575273,7613,75000.0,,70000.0,YEARLY,USD
3756786839,7614,180000.0,,160000.0,YEARLY,USD
3757447961,7615,177500.0,,135000.0,YEARLY,USD
3749351238,7616,35.17,,26.68,HOURLY,USD
3757456890,7617,130000.0,,120000.0,YEARLY,USD
3757449645,7618,,21.0,,HOURLY,USD
3741379708,7619,85000.0,,65000.0,YEARLY,USD
3755572233,7620,123000.0,,112000.0,YEARLY,USD
3749348192,7621,67000.0,,47000.0,YEARLY,USD
3757457614,7622,17.0,,13.0,HOURLY,USD
3757453021,7623,55000.0,,48000.0,YEARLY,USD
3756909137,7624,75000.0,,60000.0,YEARLY,USD
3757448344,7625,55000.0,,45000.0,YEARLY,USD
3755574390,7626,,65000.0,,YEARLY,USD
3756779175,7627,45.0,,40.0,HOURLY,USD
3756908961,7628,185000.0,,124000.0,YEARLY,USD
3757418239,7629,52596.0,,42012.0,YEARLY,USD
3749345511,7630,130000.0,,120000.0,YEARLY,USD
3749349062,7631,112075.0,,81509.0,YEARLY,USD
3749351167,7632,164282.0,,93343.0,YEARLY,USD
3749345643,7633,121500.0,,78000.0,YEARLY,USD
3757447969,7634,95000.0,,85000.0,YEARLY,USD
3749344953,7635,80000.0,,63000.0,YEARLY,USD
3757440367,7636,120000.0,,85000.0,YEARLY,USD
3749350174,7637,85000.0,,75000.0,YEARLY,USD
3757463006,7638,65000.0,,55000.0,YEARLY,USD
3749349251,7639,23.0,,19.0,HOURLY,USD
3749333977,7640,50.0,,45.0,HOURLY,USD
3749351221,7641,25.0,,20.0,HOURLY,USD
3757435857,7642,65000.0,,55000.0,YEARLY,USD
3749346411,7643,90000.0,,70000.0,YEARLY,USD
3755564231,7644,145000.0,,130000.0,YEARLY,USD
3749352070,7645,115000.0,,110000.0,YEARLY,USD
3756904553,7646,17.0,,16.0,HOURLY,USD
3757436207,7647,120000.0,,72000.0,YEARLY,USD
3757450602,7648,,38.46,,HOURLY,USD
3757459089,7649,140000.0,,100000.0,YEARLY,USD
3757460117,7650,150000.0,,140000.0,YEARLY,USD
3757449586,7651,65000.0,,60000.0,YEARLY,USD
3757450612,7652,28.0,,22.0,HOURLY,USD
3749352054,7653,85000.0,,65000.0,YEARLY,USD
3749345909,7654,18.0,,14.0,HOURLY,USD
3757455983,7655,100000.0,,85000.0,YEARLY,USD
3757450600,7656,110000.0,,75000.0,YEARLY,USD
3749347596,7657,,22.0,,HOURLY,USD
3756905181,7658,,35.0,,HOURLY,USD
3757448774,7659,,200000.0,,YEARLY,USD
3749346537,7660,180000.0,,160000.0,YEARLY,USD
3756914642,7661,185000.0,,124000.0,YEARLY,USD
3757458620,7662,115000.0,,79000.0,YEARLY,USD
3749349166,7663,75000.0,,70000.0,YEARLY,USD
3757454423,7664,65000.0,,52000.0,YEARLY,USD
3749346538,7665,,40.0,,HOURLY,USD
3757406774,7666,222000.0,,118400.0,YEARLY,USD
3757403826,7667,222000.0,,118400.0,YEARLY,USD
3757445371,7668,650000.0,,350000.0,YEARLY,USD
3757451517,7669,100000.0,,85000.0,YEARLY,USD
3757447918,7670,75000.0,,70000.0,YEARLY,USD
3749346422,7671,,130000.0,,YEARLY,USD
3749352089,7672,16.0,,15.0,HOURLY,USD
3757451098,7673,100000.0,,65000.0,YEARLY,USD
3749349451,7674,70000.0,,60000.0,YEARLY,USD
3757415937,7675,25.43,,21.19,HOURLY,USD
3681684293,7676,81900.0,,67704.0,YEARLY,USD
3755556581,7677,,62.0,,HOURLY,USD
3749344921,7678,25.0,,22.0,HOURLY,USD
3757439410,7679,120000.0,,85000.0,YEARLY,USD
3756923351,7680,,155700.0,,YEARLY,USD
3757445652,7681,200000.0,,150000.0,YEARLY,USD
3757456986,7682,110000.0,,70000.0,YEARLY,USD
3755573064,7683,100000.0,,70000.0,YEARLY,USD
3756782877,7684,70000.0,,60000.0,YEARLY,USD
3749349410,7685,33.6,,23.17,HOURLY,USD
3749352178,7686,254000.0,,174000.0,YEARLY,USD
3749346390,7687,75.0,,60.0,HOURLY,USD
3755559021,7688,68168.0,,66158.17,YEARLY,USD
3756799933,7689,,24.48,,HOURLY,USD
3757454012,7690,70000.0,,55000.0,YEARLY,USD
3755559978,7691,102000.0,,90300.0,YEARLY,USD
3755560676,7692,110000.0,,80000.0,YEARLY,USD
3757453022,7693,110000.0,,80000.0,YEARLY,USD
3749351189,7694,,21.81,,HOURLY,USD
3757453959,7695,70000.0,,57000.0,YEARLY,USD
3757162309,7696,363000.0,,269000.0,YEARLY,USD
3756925261,7697,40160.0,,35360.0,YEARLY,USD
3757438562,7698,169000.0,,135000.0,YEARLY,USD
3749346559,7699,80000.0,,70000.0,YEARLY,USD
3749348301,7700,,60000.0,,YEARLY,USD
3756908199,7701,275000.0,,180000.0,YEARLY,USD
3755560390,7702,67.0,,62.0,HOURLY,USD
3738382202,7703,50000.0,,45000.0,YEARLY,USD
3749351026,7704,25.0,,20.0,HOURLY,USD
3757441571,7705,30.0,,25.0,HOURLY,USD
3756780789,7706,17.5,,17.0,HOURLY,USD
3749347360,7707,450000.0,,80000.0,YEARLY,USD
3749352266,7708,,32.0,,HOURLY,USD
3749351283,7709,,13687.0,,MONTHLY,USD
3757435583,7710,105.0,,82.0,HOURLY,USD
3749345888,7711,,46.0,,HOURLY,USD
3749350475,7712,18.0,,14.0,HOURLY,USD
3757408977,7713,60000.0,,50000.0,YEARLY,USD
3757457621,7714,90000.0,,85000.0,YEARLY,USD
3757457612,7715,60.0,,55.0,YEARLY,USD
3756926164,7716,26.0,,24.0,HOURLY,USD
3757440509,7717,32.0,,27.8,HOURLY,USD
3749350300,7718,140000.0,,110000.0,YEARLY,USD
3755578504,7719,20.0,,20.0,HOURLY,USD
3756795898,7720,115000.0,,100000.0,YEARLY,USD
3756900868,7721,,16.0,,HOURLY,USD
3756779937,7722,17.5,,17.0,HOURLY,USD
3757451486,7723,120000.0,,75000.0,YEARLY,USD
3749351361,7724,75000.0,,65000.0,YEARLY,USD
3749350427,7725,110800.0,,71500.0,YEARLY,USD
3757443786,7726,85000.0,,55000.0,YEARLY,USD
3755556787,7727,58.84,,50.0,HOURLY,USD
3755579236,7728,,74000.0,,YEARLY,USD
3749332315,7729,,2500.0,,MONTHLY,USD
3755574884,7730,75000.0,,65000.0,YEARLY,USD
3749352224,7731,177978.0,,116393.0,YEARLY,USD
3749344978,7732,,55.0,,HOURLY,USD
3756794843,7733,65000.0,,55000.0,YEARLY,USD
3749350478,7734,75000.0,,73000.0,YEARLY,USD
3757436812,7735,,29.57,,HOURLY,USD
3749348385,7736,125000.0,,110000.0,YEARLY,USD
3757449380,7737,5000.0,,3000.0,MONTHLY,USD
3757457579,7738,122000.0,,110000.0,YEARLY,USD
3757464384,7739,,30.0,,HOURLY,USD
3755580244,7740,150000.0,,120000.0,YEARLY,USD
3756909176,7741,52000.0,,52000.0,YEARLY,USD
3757455736,7742,100000.0,,80000.0,YEARLY,USD
3749348470,7743,100.0,,50.0,HOURLY,USD
3749345859,7744,29.0,,20.0,HOURLY,USD
3757462133,7745,225000.0,,150000.0,YEARLY,USD
3756900804,7746,185212.0,,136897.0,YEARLY,USD
3757457585,7747,125000.0,,95000.0,YEARLY,USD
3749347543,7748,330000.0,,280000.0,YEARLY,USD
3749347602,7749,105000.0,,75000.0,YEARLY,USD
3757426929,7750,140000.0,,95000.0,YEARLY,USD
3749348402,7751,80.0,,60.0,HOURLY,USD
3749351099,7752,100000.0,,80000.0,YEARLY,USD
3757462403,7753,120000.0,,87500.0,YEARLY,USD
3749351289,7754,130000.0,,90000.0,YEARLY,USD
3755577470,7755,230000.0,,190000.0,YEARLY,USD
3749350442,7756,170000.0,,140000.0,YEARLY,USD
3757420926,7757,,17.0,,HOURLY,USD
3749350134,7758,25.0,,24.0,HOURLY,USD
3757406934,7759,9229.0,,7205.0,MONTHLY,USD
3757439561,7760,90000.0,,80000.0,YEARLY,USD
3756781459,7761,171700.0,,111500.0,YEARLY,USD
3757446897,7762,115000.0,,90000.0,YEARLY,USD
3749353020,7763,58.0,,58.0,HOURLY,USD
3755572063,7764,,250000.0,,YEARLY,USD
3749352368,7765,,50000.0,,YEARLY,USD
3756775371,7766,40.71,,24.07,HOURLY,USD
3749347307,7767,110000.0,,100000.0,YEARLY,USD
3755578154,7768,,135000.0,,YEARLY,USD
3757437187,7769,120000.0,,72000.0,YEARLY,USD
3756905490,7770,22.0,,17.3,HOURLY,USD
3749346733,7771,90000.0,,90000.0,YEARLY,USD
3749349054,7772,177978.0,,116393.0,YEARLY,USD
3749341112,7773,268400.0,,144300.0,YEARLY,USD
3757445982,7774,225000.0,,175000.0,YEARLY,USD
3749349302,7775,95000.0,,85000.0,YEARLY,USD
3756927175,7776,122700.0,,93100.0,YEARLY,USD
3757414732,7777,135000.0,,115800.0,YEARLY,USD
3749348404,7778,106246.0,,70408.0,YEARLY,USD
3756778919,7779,17.5,,17.0,HOURLY,USD
3757463002,7780,40.0,,40.0,HOURLY,USD
3755581177,7781,160000.0,,120000.0,YEARLY,USD
3749350168,7782,,17.0,,HOURLY,USD
3756904313,7783,135000.0,,120000.0,YEARLY,USD
3757417345,7784,80000.0,,65000.0,YEARLY,USD
3756793927,7785,120000.0,,100000.0,YEARLY,USD
3757436674,7786,23.0,,16.0,HOURLY,USD
3757456886,7787,,100000.0,,YEARLY,USD
3757460784,7788,46.0,,41.0,HOURLY,USD
3756790236,7789,,21.9,,HOURLY,USD
3757462172,7790,100000.0,,90000.0,YEARLY,USD
3757448805,7791,60.0,,55.0,HOURLY,USD
3749347718,7792,120000.0,,110000.0,YEARLY,USD
3749347296,7793,,100000.0,,YEARLY,USD
3757463068,7794,100000.0,,70000.0,YEARLY,USD
3757419064,7795,,45000.0,,YEARLY,USD
3757449565,7796,35.0,,30.0,HOURLY,USD
3757457592,7797,62.0,,55.0,HOURLY,USD
3756901166,7798,140.0,,130.0,YEARLY,USD
3749346362,7799,56000.0,,55000.0,YEARLY,USD
3755578718,7800,18.0,,16.0,HOURLY,USD
3749347393,7801,75000.0,,50000.0,YEARLY,USD
3757463455,7802,35.0,,35.0,HOURLY,USD
3757452089,7803,,22.0,,HOURLY,USD
3749348264,7804,,45000.0,,YEARLY,USD
3757449606,7805,100000.0,,65000.0,YEARLY,USD
3749353026,7806,200000.0,,170000.0,YEARLY,USD
3755561253,7807,85000.0,,65000.0,YEARLY,USD
3756928027,7808,,19.88,,HOURLY,USD
3749345857,7809,90000.0,,80000.0,YEARLY,USD
3749348108,7810,65000.0,,63000.0,YEARLY,USD
3757459703,7811,100000.0,,85000.0,YEARLY,USD
3757436366,7812,170000.0,,130000.0,YEARLY,USD
3749348585,7813,130000.0,,105000.0,YEARLY,USD
3749352055,7814,,55000.0,,YEARLY,USD
3755579453,7815,75000.0,,70000.0,YEARLY,USD
3749348095,7816,110000.0,,80000.0,YEARLY,USD
3756778488,7817,80000.0,,70000.0,YEARLY,USD
3749345830,7818,150000.0,,60000.0,YEARLY,USD
3757416578,7819,62.0,,48.0,HOURLY,USD
3755557386,7820,70.0,,60.0,HOURLY,USD
3755559119,7821,126000.0,,107100.0,YEARLY,USD
3755572972,7822,115000.0,,105000.0,YEARLY,USD
3755576868,7823,130000.0,,107000.0,YEARLY,USD
3756908211,7824,190000.0,,170000.0,YEARLY,USD
3757447864,7825,25.0,,20.0,HOURLY,USD
3749346649,7826,70.0,,60.0,HOURLY,USD
3757415698,7827,63.37,,40.89,HOURLY,USD
3749347239,7828,150000.0,,145000.0,YEARLY,USD
3757457053,7829,,130000.0,,YEARLY,USD
3755582332,7830,75000.0,,65000.0,YEARLY,USD
3749348579,7831,103680.3,,66287.4,YEARLY,USD
3756906144,7832,41.16,,31.12,HOURLY,USD
3749353065,7833,26.0,,24.0,HOURLY,USD
3757460902,7834,68560.0,,66560.0,YEARLY,USD
3755564537,7835,20.5,,20.5,HOURLY,USD
3755573309,7836,200000.0,,160000.0,YEARLY,USD
3749344998,7837,110000.0,,80000.0,YEARLY,USD
3755578238,7838,50.0,,45.0,HOURLY,USD
3757459815,7839,34.0,,30.0,HOURLY,USD
3757458709,7840,30.0,,25.0,HOURLY,USD
3755583172,7841,70.0,,60.0,HOURLY,USD
3755567166,7842,8000.0,,7000.0,MONTHLY,USD
3749344907,7843,,55000.0,,YEARLY,USD
3749346817,7844,200000.0,,80000.0,YEARLY,USD
3749346267,7845,90000.0,,85000.0,YEARLY,USD
3749348345,7846,100000.0,,80000.0,YEARLY,USD
3757436744,7847,168900.0,,101300.0,YEARLY,USD
3756900528,7848,200000.0,,180000.0,YEARLY,USD
3757456935,7849,140000.0,,110000.0,YEARLY,USD
3755573951,7850,60000.0,,50000.0,YEARLY,USD
3756924291,7851,,16.28,,HOURLY,USD
3756928122,7852,4217.0,,3369.0,MONTHLY,USD
3757461107,7853,26.44,,18.73,HOURLY,USD
3757457535,7854,8000.0,,5000.0,MONTHLY,USD
3749345899,7855,150000.0,,145000.0,YEARLY,USD
3757462784,7856,270000.0,,235000.0,YEARLY,USD
3757445976,7857,,16.5,,HOURLY,USD
3757461882,7858,,56535.0,,YEARLY,USD
3755576285,7859,60.0,,55.0,HOURLY,USD
3756796109,7860,80000.0,,65000.0,YEARLY,USD
3749353019,7861,28.0,,24.0,HOURLY,USD
3757450936,7862,150000.0,,110000.0,YEARLY,USD
3756901675,7863,,20.0,,HOURLY,USD
3755583063,7864,150000.0,,125000.0,YEARLY,USD
3757459172,7865,105000.0,,75000.0,YEARLY,USD
3756790753,7866,,18.0,,HOURLY,USD
3749351604,7867,,25.0,,HOURLY,USD
3757438662,7868,,44600.0,,YEARLY,USD
3756903897,7869,,33000.0,,YEARLY,USD
3755585008,7870,100.0,,80.0,HOURLY,USD
3749352433,7871,122490.0,,97100.0,YEARLY,USD
3757461044,7872,75000.0,,60000.0,YEARLY,USD
3749346722,7873,96000.0,,67200.0,YEARLY,USD
3749347609,7874,30.0,,25.0,HOURLY,USD
3755568758,7875,110000.0,,90000.0,YEARLY,USD
3757460181,7876,130000.0,,95000.0,YEARLY,USD
3757408694,7877,90000.0,,76000.0,YEARLY,USD
3756925196,7878,,15.0,,HOURLY,USD
3755582138,7879,140000.0,,120000.0,YEARLY,USD
3756900574,7880,247000.0,,193000.0,YEARLY,USD
3749352267,7881,,49.5,,HOURLY,USD
3756780813,7882,18.04,,17.54,HOURLY,USD
3756900718,7883,83214.56,,67415.4,YEARLY,USD
3749349149,7884,,54.8,,HOURLY,USD
3757461109,7885,255000.0,,124854.0,YEARLY,USD
3757469051,7886,101900.0,,55900.0,YEARLY,USD
3749347467,7887,80.0,,60.0,HOURLY,USD
3756928115,7888,4628.0,,3703.0,MONTHLY,USD
3757456255,7889,200000.0,,150000.0,YEARLY,USD
3749349063,7890,,150.0,,YEARLY,USD
3757449999,7891,223000.0,,148000.0,YEARLY,USD
3755577953,7892,25.55,,20.55,HOURLY,USD
3749345700,7893,,60000.0,,YEARLY,USD
3757454386,7894,105000.0,,90000.0,YEARLY,USD
3749352005,7895,95000.0,,75000.0,YEARLY,USD
3749350345,7896,250000.0,,199000.0,YEARLY,USD
3756795337,7897,55.0,,48.0,HOURLY,USD
3756929050,7898,,65000.0,,YEARLY,USD
3757453058,7899,90000.0,,75000.0,YEARLY,USD
3755578808,7900,80000.0,,40000.0,YEARLY,USD
3757460245,7901,143000.0,,111000.0,YEARLY,USD
3755574610,7902,40.0,,40.0,HOURLY,USD
3755574245,7903,31.0,,28.0,HOURLY,USD
3757456957,7904,175000.0,,150000.0,YEARLY,USD
3757458625,7905,,72351.0,,YEARLY,USD
3755575997,7906,95000.0,,80000.0,YEARLY,USD
3749345788,7907,72000.0,,68000.0,YEARLY,USD
3749353027,7908,13526.0,,10536.0,MONTHLY,USD
3756912682,7909,185000.0,,124000.0,YEARLY,USD
3757463968,7910,21.0,,17.0,HOURLY,USD
3757360730,7911,190000.0,,119000.0,YEARLY,USD
3749346799,7912,,18.5,,HOURLY,USD
3757457584,7913,200000.0,,175000.0,YEARLY,USD
3749352395,7914,,20.0,,HOURLY,USD
3755582441,7915,156062.0,,81328.0,YEARLY,USD
3757460174,7916,75000.0,,60000.0,YEARLY,USD
3749349526,7917,75000.0,,65000.0,YEARLY,USD
3757478181,7918,74900.0,,45000.0,YEARLY,USD
3749352149,7919,177978.0,,116393.0,YEARLY,USD
3749344892,7920,112000.0,,90000.0,YEARLY,USD
3757470304,7921,40.0,,35.0,HOURLY,USD
3755570850,7922,85.0,,85.0,HOURLY,USD
3749351481,7923,130000.0,,100000.0,YEARLY,USD
3757474003,7924,148255.0,,66134.0,YEARLY,USD
3757456993,7925,,19.3,,HOURLY,USD
3749346542,7926,160000.0,,130000.0,YEARLY,USD
3757468965,7927,35.0,,30.0,HOURLY,USD
3757466516,7928,70000.0,,51000.0,YEARLY,USD
3755579689,7929,35.0,,30.0,HOURLY,USD
3757442209,7930,300000.0,,225000.0,YEARLY,USD
3757473130,7931,,105000.0,,YEARLY,USD
3756780721,7932,17.5,,17.0,HOURLY,USD
3757459224,7933,20.56,,18.36,HOURLY,USD
3749351203,7934,100000.0,,90000.0,YEARLY,USD
3749350592,7935,,25.0,,HOURLY,USD
3757440601,7936,100000.0,,80000.0,YEARLY,USD
3755587031,7937,35.0,,30.0,HOURLY,USD
3749351634,7938,135800.0,,95100.0,YEARLY,USD
3757465300,7939,150000.0,,120000.0,YEARLY,USD
3749349576,7940,200000.0,,150000.0,YEARLY,USD
3755581065,7941,,300000.0,,YEARLY,USD
3749352518,7942,93632.72,,56859.22,YEARLY,USD
3755559413,7943,21.75,,21.75,HOURLY,USD
3757469362,7944,65000.0,,55000.0,YEARLY,USD
3755585271,7945,99000.0,,81000.0,YEARLY,USD
3757468632,7946,,45.0,,HOURLY,USD
3757424189,7947,75000.0,,60000.0,YEARLY,USD
3757459730,7948,26.0,,25.0,HOURLY,USD
3749348634,7949,85.57,,64.2,HOURLY,USD
3749345663,7950,110000.0,,75000.0,YEARLY,USD
3757470671,7951,80000.0,,60000.0,YEARLY,USD
3757477530,7952,32.0,,25.0,HOURLY,USD
3749347313,7953,121500.0,,78000.0,YEARLY,USD
3755585527,7954,22.0,,18.0,HOURLY,USD
3755586002,7955,62.0,,55.0,HOURLY,USD
3757462949,7956,,18.0,,HOURLY,USD
3749352454,7957,63000.0,,47200.0,YEARLY,USD
3757461134,7958,210000.0,,135000.0,YEARLY,USD
3755577868,7959,200000.0,,150000.0,YEARLY,USD
3757474719,7960,85000.0,,70000.0,YEARLY,USD
3755586442,7961,39.0,,37.0,HOURLY,USD
3755587267,7962,100000.0,,70000.0,YEARLY,USD
3757466114,7963,200000.0,,75000.0,YEARLY,USD
3757478872,7964,180000.0,,62000.0,YEARLY,USD
3757477537,7965,35.0,,29.0,HOURLY,USD
3749347306,7966,150000.0,,130000.0,YEARLY,USD
3749348270,7967,115000.0,,100000.0,YEARLY,USD
3749347399,7968,55000.0,,50000.0,YEARLY,USD
3757465197,7969,85000.0,,70000.0,YEARLY,USD
3756929066,7970,203500.0,,140500.0,YEARLY,USD
3757480207,7971,85000.0,,75000.0,YEARLY,USD
3757324604,7972,95000.0,,75000.0,YEARLY,USD
